id;dispatch_time;task;participant;compiler;verdict;points;execution_time;memory
130078650;16.12.24 11:44:27;E. Антоша и ITMO;munic7-8_3;Python 3.12.3;WA;0;0;0
130078609;16.12.24 11:44:14;A. Туда сюда;munic7-8_8;Python 3.12.3;WA;0;0;0
130078557;16.12.24 11:43:57;D. Вершина и интенсивы;munic7-8_18;Python 3.12.3;WA;0;0;0
130078391;16.12.24 11:43:07;C. Алина и числа;munic7-8_13;Python 3.12.3;WA;0;0;0
130078350;16.12.24 11:42:50;B. MaxSum;munic7-8_19;Python 3.12.3;WA;0;0;0
130078328;16.12.24 11:42:42;D. Вершина и интенсивы;munic7-8_18;Python 3.12.3;WA;0;0;0
130078106;16.12.24 11:41:32;A. Туда сюда;munic7-8_14;C# (.NET 8.0);CE;;0;0
130078101;16.12.24 11:41:31;A. Туда сюда;munic7-8_8;Python 3.12.3;WA;0;0;0
130077890;16.12.24 11:40:18;B. MaxSum;munic7-8_19;Python 3.12.3;WA;0;0;0
130077871;16.12.24 11:40:09;A. Туда сюда;munic7-8_14;C# (.NET 8.0);CE;;0;0
130077825;16.12.24 11:39:51;C. Алина и числа;munic7-8_20;Python 3.12.3;WA;0;0;0
130077820;16.12.24 11:39:50;C. Алина и числа;munic7-8_13;Python 3.12.3;WA;0;0;0
130077797;16.12.24 11:39:46;D. Вершина и интенсивы;munic7-8_18;Python 3.12.3;WA;0;0;0
130077755;16.12.24 11:39:33;D. Вершина и интенсивы;munic7-8_7;Python 3.12.3;CE;;0;0
130077627;16.12.24 11:38:50;B. MaxSum;munic7-8_19;Python 3.12.3;WA;0;0;0
130077554;16.12.24 11:38:20;A. Туда сюда;munic7-8_8;Python 3.12.3;WA;0;0;0
130077493;16.12.24 11:38:03;A. Туда сюда;munic7-8_14;C# (.NET 8.0);CE;;0;0
130077487;16.12.24 11:37:59;B. MaxSum;munic7-8_15;C# (.NET 8.0);CE;;0;0
130077390;16.12.24 11:37:29;C. Алина и числа;munic7-8_13;Python 3.12.3;WA;0;0;0
130077365;16.12.24 11:37:17;E. Антоша и ITMO;munic7-8_18;Python 3.12.3;IG;20;705;53.6
130077033;16.12.24 11:35:36;E. Антоша и ITMO;munic7-8_18;Python 3.12.3;WA;0;0;0
130077031;16.12.24 11:35:36;C. Алина и числа;munic7-8_7;Python 3.12.3;RE;0;0;0
130076986;16.12.24 11:35:23;A. Туда сюда;munic7-8_8;Python 3.12.3;WA;0;0;0
130076970;16.12.24 11:35:19;C. Алина и числа;munic7-8_13;Python 3.12.3;WA;0;0;0
130076937;16.12.24 11:35:07;B. MaxSum;munic7-8_19;Python 3.12.3;CE;;0;0
130076909;16.12.24 11:34:59;A. Туда сюда;munic7-8_8;Python 3.12.3;CE;;0;0
130076852;16.12.24 11:34:43;B. MaxSum;munic7-8_19;Python 3.12.3;CE;;0;0
130076738;16.12.24 11:34:10;A. Туда сюда;munic7-8_8;Python 3.12.3;CE;;0;0
130076655;16.12.24 11:33:42;D. Вершина и интенсивы;munic7-8_18;Python 3.12.3;WA;0;0;0
130076496;16.12.24 11:32:53;C. Алина и числа;munic7-8_13;Python 3.12.3;WA;0;0;0
130076495;16.12.24 11:32:51;B. MaxSum;munic7-8_19;Python 3.12.3;CE;;0;0
130076309;16.12.24 11:31:51;E. Антоша и ITMO;munic7-8_18;Python 3.12.3;RE;0;0;0
130076295;16.12.24 11:31:47;E. Антоша и ITMO;munic7-8_3;Python 3.12.3;WA;0;0;0
130076270;16.12.24 11:31:38;B. MaxSum;munic7-8_19;Python 3.12.3;RE;0;0;0
130076266;16.12.24 11:31:37;A. Туда сюда;munic7-8_5;Python 3.12.3;CE;;0;0
130076231;16.12.24 11:31:27;B. MaxSum;munic7-8_19;C# (.NET 8.0);CE;;0;0
130076195;16.12.24 11:31:12;A. Туда сюда;munic7-8_5;Python 3.12.3;CE;;0;0
130076115;16.12.24 11:30:48;A. Туда сюда;munic7-8_8;Python 3.12.3;CE;;0;0
130075891;16.12.24 11:29:45;A. Туда сюда;munic7-8_13;Python 3.12.3;TL;40;1090.0;4.4
130075882;16.12.24 11:29:43;D. Вершина и интенсивы;munic7-8_18;Python 3.12.3;WA;0;0;0
130075704;16.12.24 11:28:55;A. Туда сюда;munic7-8_13;Python 3.12.3;WA;0;0;0
130075688;16.12.24 11:28:48;E. Антоша и ITMO;munic7-8_4;Python 3.12.3;IG;20;724;116.4
130075106;16.12.24 11:26:06;A. Туда сюда;munic7-8_5;Python 3.12.3;CE;;0;0
130075092;16.12.24 11:26:01;A. Туда сюда;munic7-8_19;Python 3.12.3;WA;0;0;0
130075089;16.12.24 11:26:01;D. Вершина и интенсивы;munic7-8_18;Python 3.12.3;WA;0;0;0
130074703;16.12.24 11:24:11;A. Туда сюда;munic7-8_19;Python 3.12.3;RE;0;0;0
130074468;16.12.24 11:22:57;B. MaxSum;munic7-8_1;C# (.NET 8.0);CE;;0;0
130074350;16.12.24 11:22:18;A. Туда сюда;munic7-8_8;Python 3.12.3;CE;;0;0
130074339;16.12.24 11:22:15;A. Туда сюда;munic7-8_18;Python 3.12.3;IG;100;46;4.6
130074119;16.12.24 11:21:15;A. Туда сюда;munic7-8_7;Python 3.12.3;RE;0;0;0
130073998;16.12.24 11:20:38;C. Алина и числа;munic7-8_3;Python 3.12.3;PE;0;0;0
130073880;16.12.24 11:20:06;B. MaxSum;munic7-8_18;Python 3.12.3;IG;25;743;58.6
130073867;16.12.24 11:20:04;C. Алина и числа;munic7-8_3;C# (.NET 8.0);CE;;0;0
130073651;16.12.24 11:18:59;A. Туда сюда;munic7-8_19;Python 3.12.3;WA;0;0;0
130073513;16.12.24 11:18:12;D. Вершина и интенсивы;munic7-8_4;Python 3.12.3;WA;0;0;0
130073423;16.12.24 11:17:45;C. Алина и числа;munic7-8_13;Python 3.12.3;WA;0;0;0
130073262;16.12.24 11:16:57;C. Алина и числа;munic7-8_13;Python 3.12.3;WA;0;0;0
130073259;16.12.24 11:16:55;D. Вершина и интенсивы;munic7-8_18;Python 3.12.3;WA;0;0;0
130073232;16.12.24 11:16:48;B. MaxSum;munic7-8_1;C# (.NET 8.0);CE;;0;0
130072803;16.12.24 11:14:50;D. Вершина и интенсивы;munic7-8_18;Python 3.12.3;WA;0;0;0
130072701;16.12.24 11:14:17;D. Вершина и интенсивы;munic7-8_19;Python 3.12.3;CE;;0;0
130072623;16.12.24 11:13:58;A. Туда сюда;munic7-8_13;PascalABC.NET 3.9.0;WA;0;0;0
130072504;16.12.24 11:13:27;D. Вершина и интенсивы;munic7-8_18;Python 3.12.3;WA;0;0;0
130072367;16.12.24 11:12:51;C. Алина и числа;munic7-8_4;Python 3.12.3;IG;50;1090.0;15.2
130072004;16.12.24 11:11:05;D. Вершина и интенсивы;munic7-8_18;Python 3.12.3;WA;0;0;0
130071984;16.12.24 11:11:01;A. Туда сюда;munic7-8_13;Python 3.12.3;WA;0;0;0
130071728;16.12.24 11:09:46;E. Антоша и ITMO;munic7-8_19;Python 3.12.3;RE;0;0;0
130071694;16.12.24 11:09:37;B. MaxSum;munic7-8_4;Python 3.12.3;CE;;0;0
130071574;16.12.24 11:09:07;A. Туда сюда;munic7-8_5;Python 3.12.3;CE;;0;0
130071416;16.12.24 11:08:23;A. Туда сюда;munic7-8_13;Python 3.12.3;WA;0;0;0
130071313;16.12.24 11:07:56;A. Туда сюда;munic7-8_5;Python 3.12.3;CE;;0;0
130071248;16.12.24 11:07:35;A. Туда сюда;munic7-8_14;C# (.NET 8.0);CE;;0;0
130071207;16.12.24 11:07:23;E. Антоша и ITMO;munic7-8_19;Python 3.12.3;RE;0;0;0
130071109;16.12.24 11:06:53;E. Антоша и ITMO;munic7-8_19;Python 3.12.3;RE;0;0;0
130071105;16.12.24 11:06:53;C. Алина и числа;munic7-8_18;Python 3.12.3;TL;50;1090.0;15.3
130071056;16.12.24 11:06:40;A. Туда сюда;munic7-8_13;Python 3.12.3;WA;0;0;0
130070950;16.12.24 11:06:09;C. Алина и числа;munic7-8_18;Python 3.12.3;CE;;0;0
130070767;16.12.24 11:05:19;D. Вершина и интенсивы;munic7-8_20;Python 3.12.3;IG;40;1090.0;15.9
130070580;16.12.24 11:04:20;A. Туда сюда;munic7-8_5;Python 3.12.3;CE;;0;0
130070548;16.12.24 11:04:10;D. Вершина и интенсивы;munic7-8_17;Python 3.12.3;WA;0;0;0
130070478;16.12.24 11:03:48;C. Алина и числа;munic7-8_7;Python 3.12.3;RE;0;0;0
130070447;16.12.24 11:03:40;A. Туда сюда;munic7-8_5;Python 3.12.3;CE;;0;0
130070331;16.12.24 11:03:10;A. Туда сюда;munic7-8_13;Python 3.12.3;WA;0;0;0
130070324;16.12.24 11:03:07;A. Туда сюда;munic7-8_5;Python 3.12.3;CE;;0;0
130070215;16.12.24 11:02:40;B. MaxSum;munic7-8_3;Python 3.12.3;CE;;0;0
130070016;16.12.24 11:01:31;C. Алина и числа;munic7-8_18;Python 3.12.3;WA;0;0;0
130069962;16.12.24 11:01:16;B. MaxSum;munic7-8_3;C# (.NET 8.0);CE;;0;0
130069940;16.12.24 11:01:07;E. Антоша и ITMO;munic7-8_1;C# (.NET 8.0);CE;;0;0
130069937;16.12.24 11:01:06;A. Туда сюда;munic7-8_5;Python 3.12.3;CE;;0;0
130069933;16.12.24 11:01:04;A. Туда сюда;munic7-8_13;Python 3.12.3;WA;0;0;0
130069928;16.12.24 11:01:03;C. Алина и числа;munic7-8_20;Python 3.12.3;WA;0;0;0
130069893;16.12.24 11:00:53;E. Антоша и ITMO;munic7-8_8;Python 3.12.3;IG;100;659;104.0
130069830;16.12.24 11:00:31;C. Алина и числа;munic7-8_3;C# (.NET 8.0);CE;;0;0
130069707;16.12.24 10:59:56;A. Туда сюда;munic7-8_7;Python 3.12.3;WA;0;0;0
130069669;16.12.24 10:59:46;B. MaxSum;munic7-8_4;Python 3.12.3;WA;0;0;0
130069512;16.12.24 10:58:57;B. MaxSum;munic7-8_4;Python 3.12.3;CE;;0;0
130069420;16.12.24 10:58:29;D. Вершина и интенсивы;munic7-8_8;Python 3.12.3;WA;0;0;0
130069307;16.12.24 10:57:53;C. Алина и числа;munic7-8_18;Python 3.12.3;WA;0;0;0
130069158;16.12.24 10:57:13;B. MaxSum;munic7-8_17;Python 3.12.3;WA;0;0;0
130068995;16.12.24 10:56:19;A. Туда сюда;munic7-8_5;Python 3.12.3;CE;;0;0
130068993;16.12.24 10:56:19;C. Алина и числа;munic7-8_8;Python 3.12.3;IG;50;1090.0;17.4
130068594;16.12.24 10:54:04;A. Туда сюда;munic7-8_4;PascalABC.NET 3.9.0;WA;0;0;0
130068556;16.12.24 10:53:53;B. MaxSum;munic7-8_17;Python 3.12.3;WA;0;0;0
130068549;16.12.24 10:53:51;A. Туда сюда;munic7-8_14;C# (.NET 8.0);CE;;0;0
130068240;16.12.24 10:51:50;B. MaxSum;munic7-8_8;Python 3.12.3;WA;0;0;0
130068023;16.12.24 10:50:37;A. Туда сюда;munic7-8_4;Python 3.12.3;WA;0;0;0
130067990;16.12.24 10:50:24;E. Антоша и ITMO;munic7-8_17;Python 3.12.3;IG;5;795;28.7
130067911;16.12.24 10:49:59;B. MaxSum;munic7-8_8;Python 3.12.3;WA;0;0;0
130067803;16.12.24 10:49:24;B. MaxSum;munic7-8_15;C# (.NET 8.0);CE;;0;0
130067757;16.12.24 10:49:12;A. Туда сюда;munic7-8_4;C# (.NET 8.0);WA;0;0;0
130067743;16.12.24 10:49:06;D. Вершина и интенсивы;munic7-8_1;C# (.NET 8.0);CE;;0;0
130067273;16.12.24 10:46:27;A. Туда сюда;munic7-8_8;Python 3.12.3;RE;0;0;0
130067234;16.12.24 10:46:11;B. MaxSum;munic7-8_20;Python 3.12.3;IG;25;1070.0;61.5
130067179;16.12.24 10:45:54;A. Туда сюда;munic7-8_4;Python 3.12.3;WA;0;0;0
130067026;16.12.24 10:45:03;B. MaxSum;munic7-8_7;Python 3.12.3;WA;0;0;0
130066972;16.12.24 10:44:46;E. Антоша и ITMO;munic7-8_17;Python 3.12.3;WA;0;0;0
130066916;16.12.24 10:44:27;A. Туда сюда;munic7-8_4;Python 3.12.3;WA;0;0;0
130066846;16.12.24 10:44:06;B. MaxSum;munic7-8_7;C# (.NET 8.0);CE;;0;0
130066784;16.12.24 10:43:46;A. Туда сюда;munic7-8_8;Python 3.12.3;RE;0;0;0
130066733;16.12.24 10:43:27;E. Антоша и ITMO;munic7-8_17;Python 3.12.3;IG;5;796;29.2
130066434;16.12.24 10:41:39;A. Туда сюда;munic7-8_4;Python 3.12.3;WA;0;0;0
130066408;16.12.24 10:41:30;C. Алина и числа;munic7-8_1;C# (.NET 8.0);CE;;0;0
130066406;16.12.24 10:41:30;B. MaxSum;munic7-8_17;Python 3.12.3;WA;0;0;0
130066221;16.12.24 10:40:16;C. Алина и числа;munic7-8_19;Python 3.12.3;TL;50;1090.0;15.3
130066115;16.12.24 10:39:38;A. Туда сюда;munic7-8_8;Python 3.12.3;WA;0;0;0
130065899;16.12.24 10:38:19;A. Туда сюда;munic7-8_8;Python 3.12.3;CE;;0;0
130065895;16.12.24 10:38:17;A. Туда сюда;munic7-8_4;Python 3.12.3;WA;0;0;0
130065836;16.12.24 10:37:54;A. Туда сюда;munic7-8_4;Python 3.12.3;WA;0;0;0
130065562;16.12.24 10:36:02;A. Туда сюда;munic7-8_4;Python 3.12.3;CE;;0;0
130065443;16.12.24 10:35:19;A. Туда сюда;munic7-8_4;Python 3.12.3;PE;0;0;0
130065421;16.12.24 10:35:09;B. MaxSum;munic7-8_19;C# (.NET 8.0);CE;;0;0
130065415;16.12.24 10:35:07;D. Вершина и интенсивы;munic7-8_17;Python 3.12.3;IG;18;1090.0;15.9
130065277;16.12.24 10:34:13;A. Туда сюда;munic7-8_19;C# (.NET 8.0);CE;;0;0
130065170;16.12.24 10:33:21;A. Туда сюда;munic7-8_1;C# (.NET 8.0);CE;;0;0
130065092;16.12.24 10:32:42;A. Туда сюда;munic7-8_18;Python 3.12.3;WA;0;0;0
130065020;16.12.24 10:32:15;C. Алина и числа;munic7-8_17;Python 3.12.3;IG;50;1090.0;15.3
130064759;16.12.24 10:30:28;A. Туда сюда;munic7-8_19;C# (.NET 8.0);CE;;0;0
130064698;16.12.24 10:30:00;A. Туда сюда;munic7-8_20;Python 3.12.3;TL;40;1090.0;4.4
130064664;16.12.24 10:29:44;B. MaxSum;munic7-8_17;Python 3.12.3;WA;0;0;0
130064374;16.12.24 10:27:27;A. Туда сюда;munic7-8_17;Python 3.12.3;TL;40;1090.0;4.4
130064370;16.12.24 10:27:26;A. Туда сюда;munic7-8_20;Python 3.12.3;CE;;0;0
130064328;16.12.24 10:27:01;C. Алина и числа;munic7-8_18;Python 3.12.3;RE;0;0;0
130064283;16.12.24 10:26:38;A. Туда сюда;munic7-8_20;C# (.NET 8.0);CE;;0;0
130064118;16.12.24 10:25:04;A. Туда сюда;munic7-8_17;Python 3.12.3;RE;0;0;0
130063597;16.12.24 10:19:52;C. Алина и числа;munic7-8_17;Python 3.12.3;RE;0;0;0
130063407;16.12.24 10:17:40;C. Алина и числа;munic7-8_17;C# (.NET 8.0);CE;;0;0
